fold,model,training_start,training_end,test_start,test_end,timestamp,actual,forecast,residual,absolute_residual,fold_raw_negative_forecast_count,is_known_closure,modified_z_score,absolute_modified_z_score,is_statistical_anomaly,is_actionable_anomaly,anomaly_type,anomaly_severity
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 10:00:00,1096.0,1041.6934954340363,54.30650456596368,54.30650456596368,0,False,0.2161900388083811,0.2161900388083811,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 11:00:00,1179.0,1057.5645911014017,121.43540889859833,121.43540889859833,0,False,0.4307192861117421,0.4307192861117421,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 12:00:00,1273.0,1161.7652395391592,111.2347604608408,111.2347604608408,0,False,0.3981202521618543,0.3981202521618543,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 13:00:00,1505.0,1148.834282820632,356.1657171793679,356.1657171793679,0,False,1.1808658415394107,1.1808658415394107,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 14:00:00,1554.0,1200.0029942822837,353.99700571771655,353.99700571771655,0,False,1.1739351156157336,1.1739351156157336,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 15:00:00,1792.0,1410.570906263136,381.42909373686393,381.42909373686393,0,False,1.2616020491552142,1.2616020491552142,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 16:00:00,1943.0,1741.7878837418757,201.21211625812447,201.21211625812447,0,False,0.6856681364218086,0.6856681364218086,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 17:00:00,2167.0,2121.663980631611,45.33601936838886,45.33601936838886,0,False,0.18752233662385273,0.18752233662385273,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 18:00:00,2255.0,2415.136503296228,-160.13650329622806,160.13650329622806,0,False,-0.46912275638020023,0.46912275638020023,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 19:00:00,1978.0,2247.296070803728,-269.2960708037276,269.2960708037276,0,False,-0.8179727798708966,0.8179727798708966,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 20:00:00,1944.0,2062.658565510068,-118.658565510068,118.658565510068,0,False,-0.33656836924364913,0.33656836924364913,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 21:00:00,1878.0,1978.2679910471948,-100.26799104719476,100.26799104719476,0,False,-0.27779612893644967,0.27779612893644967,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 22:00:00,1675.0,1684.114517349018,-9.114517349018117,9.114517349018117,0,False,0.013510370044345764,0.013510370044345764,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 23:00:00,1142.0,1423.0669149946602,-281.06691499466024,281.06691499466024,0,False,-0.8555898148800364,0.8555898148800364,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 00:00:00,1185.0,1179.5862452362603,5.413754763739462,5.413754763739462,0,False,0.05993953959438554,0.05993953959438554,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 01:00:00,835.0,909.2879603208406,-74.28796032084063,74.28796032084063,0,False,-0.19476965186145587,0.19476965186145587,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 02:00:00,589.0,655.951791795519,-66.95179179551894,66.95179179551894,0,False,-0.17132486712268938,0.17132486712268938,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 03:00:00,395.0,442.75840938840366,-47.75840938840366,47.75840938840366,0,False,-0.10998702879598406,0.10998702879598406,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 04:00:00,264.0,294.41987404181776,-30.419874041817764,30.419874041817764,0,False,-0.05457687464220172,0.05457687464220172,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 05:00:00,165.0,317.12720488358616,-152.12720488358616,152.12720488358616,0,False,-0.4435267962349554,0.4435267962349554,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 06:00:00,255.0,531.8580230403362,-276.8580230403362,276.8580230403362,0,False,-0.8421391198043631,0.8421391198043631,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 07:00:00,366.0,911.1979026075112,-545.1979026075113,545.1979026075113,0,False,-1.6996944896904556,1.6996944896904556,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 08:00:00,644.0,1616.9890192267662,-972.9890192267662,972.9890192267662,0,False,-3.0668210227951733,3.0668210227951733,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 09:00:00,803.0,1256.2960730546836,-453.2960730546836,453.2960730546836,0,False,-1.4059964096193769,1.4059964096193769,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 10:00:00,928.0,1073.946407484343,-145.94640748434267,145.94640748434267,0,False,-0.42377432407744897,0.42377432407744897,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 11:00:00,1051.0,1079.8831141654869,-28.88311416548686,28.88311416548686,0,False,-0.049665727308086785,0.049665727308086785,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 12:00:00,1220.0,1146.8715130893204,73.12848691067961,73.12848691067961,0,False,0.2763409640366669,0.2763409640366669,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 13:00:00,1432.0,1146.9761781451248,285.0238218548752,285.0238218548752,0,False,0.9535119556473942,0.9535119556473942,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 14:00:00,1662.0,1199.974195278464,462.0258047215359,462.0258047215359,0,False,1.5191714511074894,1.5191714511074894,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 15:00:00,1877.0,1412.7510437474573,464.2489562525427,464.2489562525427,0,False,1.5262761555463542,1.5262761555463542,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 16:00:00,2099.0,1837.8439280477128,261.1560719522868,261.1560719522868,0,False,0.8772358645606831,0.8772358645606831,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 17:00:00,2201.0,2044.5269746747424,156.4730253252576,156.4730253252576,0,False,0.5426918194644265,0.5426918194644265,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 18:00:00,2368.0,2316.5179094790224,51.48209052097764,51.48209052097764,0,False,0.2071638313174698,0.2071638313174698,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 19:00:00,2033.0,2137.4152258257423,-104.41522582574224,104.41522582574224,0,False,-0.29104978120855424,0.29104978120855424,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 20:00:00,1930.0,2016.5210714372188,-86.52107143721878,86.52107143721878,0,False,-0.2338639905232468,0.2338639905232468,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 21:00:00,1820.0,1976.9517110272784,-156.95171102727818,156.95171102727818,0,False,-0.458944859167848,0.458944859167848,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 22:00:00,1291.0,1679.0059958122897,-388.0059958122895,388.0059958122895,0,False,-1.1973436501793604,1.1973436501793604,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 23:00:00,941.0,1322.3143692116505,-381.3143692116503,381.3143692116503,0,False,-1.1759586799919,1.1759586799919,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 00:00:00,792.0,1101.0769933462063,-309.07699334620634,309.07699334620634,0,False,-0.945103878686141,0.945103878686141,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 01:00:00,487.0,889.5820320133847,-402.5820320133847,402.5820320133847,0,False,-1.2439254632742498,1.2439254632742498,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 02:00:00,332.0,666.7018005256407,-334.7018005256407,334.7018005256407,0,False,-1.0269951392563708,1.0269951392563708,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 03:00:00,176.0,423.6786287565318,-247.6786287565318,247.6786287565318,0,False,-0.7488881788765317,0.7488881788765317,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 04:00:00,188.0,302.4238884614285,-114.42388846142848,114.42388846142848,0,False,-0.3230352706648927,0.3230352706648927,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 05:00:00,226.0,337.1753299591381,-111.17532995913808,111.17532995913808,0,False,-0.3126535905638146,0.3126535905638146,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 06:00:00,691.0,626.3662702802529,64.63372971974707,64.63372971974707,0,False,0.2491935841663593,0.2491935841663593,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 07:00:00,1463.0,1195.828653874618,267.1713461253819,267.1713461253819,0,False,0.8964593608102722,0.8964593608102722,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 08:00:00,2278.0,1908.487945312991,369.5120546870089,369.5120546870089,0,False,1.2235178074583437,1.2235178074583437,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 09:00:00,1125.0,1193.242347562047,-68.24234756204692,68.24234756204692,0,False,-0.17544920014955306,0.17544920014955306,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 10:00:00,862.0,954.7183989070036,-92.71839890700358,92.71839890700358,0,False,-0.25366928915880094,0.25366928915880094,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 11:00:00,934.0,994.4669644191326,-60.46696441913264,60.46696441913264,0,False,-0.15060078187537423,0.15060078187537423,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 12:00:00,1095.0,1124.0739615394743,-29.07396153947434,29.07396153947434,0,False,-0.050275633635299896,0.050275633635299896,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 13:00:00,1057.0,1119.7297046626452,-62.72970466264519,62.72970466264519,0,False,-0.15783200315195603,0.15783200315195603,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 14:00:00,1064.0,1159.257026490346,-95.2570264903461,95.2570264903461,0,False,-0.2617821858320342,0.2617821858320342,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 15:00:00,1249.0,1291.3918064526408,-42.39180645264082,42.39180645264082,0,False,-0.09283654347478226,0.09283654347478226,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 16:00:00,1467.0,1552.0396869127292,-85.03968691272917,85.03968691272917,0,False,-0.22912981066190344,0.22912981066190344,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 17:00:00,2147.0,1930.1233818783076,216.87661812169267,216.87661812169267,0,False,0.7357284469181871,0.7357284469181871,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 18:00:00,3298.0,2580.556394343174,717.4436056568261,717.4436056568261,0,False,2.3354306933410793,2.3354306933410793,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 19:00:00,2518.0,2292.142762127803,225.85723787219692,225.85723787219692,0,False,0.764428536909925,0.764428536909925,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 20:00:00,2240.0,2106.997359947179,133.00264005282088,133.00264005282088,0,False,0.46768561853693813,0.46768561853693813,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 21:00:00,2090.0,2010.7231950219705,79.27680497802953,79.27680497802953,0,False,0.29598963937679174,0.29598963937679174,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 22:00:00,1779.0,1807.8326479277384,-28.832647927738435,28.832647927738435,0,False,-0.04950444828668708,0.04950444828668708,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 23:00:00,1223.0,1341.0516749522767,-118.0516749522767,118.0516749522767,0,False,-0.33462888019861214,0.33462888019861214,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 00:00:00,910.0,1102.725921400781,-192.7259214007811,192.7259214007811,0,False,-0.573271385134527,0.573271385134527,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 01:00:00,662.0,891.2309600679596,-229.2309600679596,229.2309600679596,0,False,-0.6899334779529058,0.6899334779529058,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 02:00:00,435.0,668.3507285802156,-233.3507285802156,233.3507285802156,0,False,-0.7030993540652126,0.7030993540652126,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 03:00:00,261.0,435.6398924391633,-174.63989243916325,174.63989243916325,0,False,-0.5154724054190721,0.5154724054190721,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 04:00:00,193.0,348.63346434597594,-155.63346434597594,155.63346434597594,0,False,-0.4547320320539331,0.4547320320539331,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 05:00:00,258.0,370.3644093017037,-112.36440930170367,112.36440930170367,0,False,-0.3164536272079485,0.3164536272079485,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 06:00:00,678.0,754.5729538500386,-76.57295385003863,76.57295385003863,0,False,-0.2020719897557687,0.2020719897557687,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 07:00:00,1556.0,1483.327932069415,72.67206793058494,72.67206793058494,0,False,0.2748823491340686,0.2748823491340686,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 08:00:00,2369.0,2028.380534390112,340.61946560988827,340.61946560988827,0,False,1.1311834330337829,1.1311834330337829,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 09:00:00,1234.0,1207.5804309624004,26.41956903759956,26.41956903759956,0,False,0.12706951244238032,0.12706951244238032,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 10:00:00,922.0,940.0720344467328,-18.072034446732687,18.072034446732687,0,False,-0.015115888938783292,0.015115888938783292,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 11:00:00,1012.0,1029.2468529004605,-17.246852900460453,17.246852900460453,0,False,-0.012478789796911182,0.012478789796911182,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 12:00:00,1192.0,1145.983108619504,46.01689138049596,46.01689138049596,0,False,0.1896982541621977,0.1896982541621977,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 13:00:00,1102.0,1127.9584041577682,-25.9584041577682,25.9584041577682,0,False,-0.040318995929492486,0.040318995929492486,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 14:00:00,1115.0,1162.1776862476415,-47.17768624764153,47.17768624764153,0,False,-0.10813116507352524,0.10813116507352524,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 15:00:00,1222.0,1253.6661544795547,-31.66615447955473,31.66615447955473,0,False,-0.05855971343414423,0.05855971343414423,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 16:00:00,1527.0,1484.4985822917556,42.50141770824439,42.50141770824439,0,False,0.17846357175049218,0.17846357175049218,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 17:00:00,2171.0,1850.2551088481189,320.7448911518811,320.7448911518811,0,False,1.0676686543950067,1.0676686543950067,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 18:00:00,3222.0,2866.9054726798627,355.09452732013733,355.09452732013733,0,False,1.1774425538140365,1.1774425538140365,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 19:00:00,2455.0,2423.024772480469,31.975227519531018,31.975227519531018,0,False,0.14482417780228954,0.14482417780228954,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 20:00:00,2072.0,2184.798033125182,-112.79803312518196,112.79803312518196,0,False,-0.31783939379223014,0.31783939379223014,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 21:00:00,2018.0,2085.2933609456595,-67.29336094565951,67.29336094565951,0,False,-0.17241644717170385,0.17241644717170385,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 22:00:00,1868.0,1862.4586532346996,5.541346765300659,5.541346765300659,0,False,0.06034729563224993,0.06034729563224993,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 23:00:00,1240.0,1328.355734672403,-88.35573467240306,88.35573467240306,0,False,-0.2397271716195587,0.2397271716195587,False,False,normal,normal
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 00:00:00,949.0,1102.725921400781,-153.7259214007811,153.7259214007811,0,False,-0.44863594339734314,0.44863594339734314,False,False,normal,normal
