fold,model,training_start,training_end,test_start,test_end,timestamp,actual,forecast,residual,absolute_residual,fold_raw_negative_forecast_count,is_known_closure
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 19:00:00,1978.0,2247.2960708037276,-269.2960708037276,269.2960708037276,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 20:00:00,1944.0,2062.658565510068,-118.658565510068,118.658565510068,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 21:00:00,1878.0,1978.2679910471948,-100.26799104719476,100.26799104719476,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 22:00:00,1675.0,1684.1145173490181,-9.114517349018115,9.114517349018115,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-08 23:00:00,1142.0,1423.0669149946602,-281.06691499466024,281.06691499466024,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 00:00:00,1185.0,1179.5862452362605,5.413754763739462,5.413754763739462,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 01:00:00,835.0,909.2879603208406,-74.28796032084063,74.28796032084063,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 02:00:00,589.0,655.951791795519,-66.95179179551894,66.95179179551894,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 03:00:00,395.0,442.75840938840366,-47.75840938840366,47.75840938840366,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 04:00:00,264.0,294.41987404181776,-30.419874041817764,30.419874041817764,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 05:00:00,165.0,317.12720488358616,-152.12720488358616,152.12720488358616,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 06:00:00,255.0,531.8580230403362,-276.8580230403362,276.8580230403362,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 07:00:00,366.0,911.1979026075113,-545.1979026075113,545.1979026075113,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 08:00:00,644.0,1616.9890192267662,-972.9890192267662,972.9890192267662,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 09:00:00,803.0,1256.2960730546836,-453.2960730546836,453.2960730546836,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 10:00:00,928.0,1073.9464074843427,-145.94640748434267,145.94640748434267,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 11:00:00,1051.0,1079.8831141654869,-28.88311416548686,28.88311416548686,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 12:00:00,1220.0,1146.8715130893204,73.12848691067961,73.12848691067961,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 13:00:00,1432.0,1146.9761781451248,285.0238218548752,285.0238218548752,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 14:00:00,1662.0,1199.974195278464,462.0258047215359,462.0258047215359,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 15:00:00,1877.0,1412.7510437474573,464.2489562525427,464.2489562525427,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 16:00:00,2099.0,1837.8439280477132,261.15607195228677,261.15607195228677,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 17:00:00,2201.0,2044.5269746747424,156.4730253252576,156.4730253252576,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 18:00:00,2368.0,2316.5179094790224,51.482090520977636,51.482090520977636,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 19:00:00,2033.0,2137.4152258257423,-104.41522582574225,104.41522582574225,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 20:00:00,1930.0,2016.5210714372188,-86.52107143721878,86.52107143721878,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 21:00:00,1820.0,1976.9517110272782,-156.95171102727818,156.95171102727818,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 22:00:00,1291.0,1679.0059958122895,-388.0059958122895,388.0059958122895,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-09 23:00:00,941.0,1322.3143692116503,-381.3143692116503,381.3143692116503,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 00:00:00,792.0,1101.0769933462063,-309.07699334620634,309.07699334620634,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 01:00:00,487.0,889.5820320133847,-402.5820320133847,402.5820320133847,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 02:00:00,332.0,666.7018005256407,-334.7018005256407,334.7018005256407,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 03:00:00,176.0,423.6786287565318,-247.6786287565318,247.6786287565318,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 04:00:00,188.0,302.4238884614285,-114.42388846142848,114.42388846142848,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 05:00:00,226.0,337.1753299591381,-111.17532995913808,111.17532995913808,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 06:00:00,691.0,626.3662702802529,64.63372971974707,64.63372971974707,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 07:00:00,1463.0,1195.828653874618,267.1713461253819,267.1713461253819,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 08:00:00,2278.0,1908.487945312991,369.5120546870089,369.5120546870089,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 09:00:00,1125.0,1193.242347562047,-68.24234756204692,68.24234756204692,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 10:00:00,862.0,954.7183989070036,-92.71839890700358,92.71839890700358,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 11:00:00,934.0,994.4669644191326,-60.46696441913264,60.46696441913264,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 12:00:00,1095.0,1124.0739615394743,-29.07396153947434,29.07396153947434,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 13:00:00,1057.0,1119.7297046626452,-62.72970466264519,62.72970466264519,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 14:00:00,1064.0,1159.257026490346,-95.2570264903461,95.2570264903461,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 15:00:00,1249.0,1291.3918064526408,-42.39180645264082,42.39180645264082,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 16:00:00,1467.0,1552.0396869127292,-85.03968691272917,85.03968691272917,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 17:00:00,2147.0,1930.1233818783073,216.87661812169267,216.87661812169267,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 18:00:00,3298.0,2580.556394343174,717.4436056568261,717.4436056568261,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 19:00:00,2518.0,2292.142762127803,225.85723787219695,225.85723787219695,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 20:00:00,2240.0,2106.997359947179,133.00264005282088,133.00264005282088,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 21:00:00,2090.0,2010.7231950219705,79.27680497802953,79.27680497802953,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 22:00:00,1779.0,1807.8326479277384,-28.832647927738435,28.832647927738435,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-10 23:00:00,1223.0,1341.0516749522767,-118.0516749522767,118.0516749522767,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 00:00:00,910.0,1102.725921400781,-192.7259214007811,192.7259214007811,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 01:00:00,662.0,891.2309600679596,-229.2309600679596,229.2309600679596,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 02:00:00,435.0,668.3507285802156,-233.35072858021556,233.35072858021556,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 03:00:00,261.0,435.63989243916325,-174.63989243916325,174.63989243916325,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 04:00:00,193.0,348.63346434597594,-155.63346434597594,155.63346434597594,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 05:00:00,258.0,370.3644093017037,-112.36440930170369,112.36440930170369,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 06:00:00,678.0,754.5729538500386,-76.57295385003863,76.57295385003863,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 07:00:00,1556.0,1483.327932069415,72.67206793058494,72.67206793058494,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 08:00:00,2369.0,2028.3805343901117,340.61946560988827,340.61946560988827,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 09:00:00,1234.0,1207.5804309624004,26.419569037599558,26.419569037599558,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 10:00:00,922.0,940.0720344467327,-18.072034446732687,18.072034446732687,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 11:00:00,1012.0,1029.2468529004605,-17.246852900460453,17.246852900460453,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 12:00:00,1192.0,1145.983108619504,46.01689138049596,46.01689138049596,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 13:00:00,1102.0,1127.9584041577682,-25.9584041577682,25.9584041577682,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 14:00:00,1115.0,1162.1776862476415,-47.17768624764153,47.17768624764153,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 15:00:00,1222.0,1253.6661544795547,-31.666154479554734,31.666154479554734,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 16:00:00,1527.0,1484.4985822917556,42.50141770824439,42.50141770824439,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 17:00:00,2171.0,1850.2551088481189,320.7448911518811,320.7448911518811,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 18:00:00,3222.0,2866.9054726798627,355.09452732013733,355.09452732013733,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 19:00:00,2455.0,2423.024772480469,31.975227519531018,31.975227519531018,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 20:00:00,2072.0,2184.798033125182,-112.79803312518197,112.79803312518197,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 21:00:00,2018.0,2085.2933609456595,-67.29336094565951,67.29336094565951,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 22:00:00,1868.0,1862.4586532346993,5.541346765300659,5.541346765300659,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-11 23:00:00,1240.0,1328.355734672403,-88.35573467240306,88.35573467240306,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 00:00:00,949.0,1102.725921400781,-153.7259214007811,153.7259214007811,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 01:00:00,691.0,895.9809254969433,-204.9809254969433,204.9809254969433,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 02:00:00,462.0,668.3507285802156,-206.35072858021556,206.35072858021556,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 03:00:00,297.0,451.6238061051927,-154.62380610519273,154.62380610519273,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 04:00:00,215.0,356.61433219223034,-141.61433219223034,141.61433219223034,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 05:00:00,241.0,402.84672315632264,-161.84672315632264,161.84672315632264,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 06:00:00,656.0,836.0495898042916,-180.0495898042916,180.0495898042916,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 07:00:00,1551.0,1601.5637776121475,-50.56377761214753,50.56377761214753,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 08:00:00,2391.0,2136.1517754569163,254.8482245430837,254.8482245430837,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 09:00:00,1234.0,1238.7992053395792,-4.799205339579203,4.799205339579203,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 10:00:00,923.0,977.8650242465671,-54.865024246567145,54.865024246567145,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 11:00:00,1017.0,1029.2468529004605,-12.246852900460453,12.246852900460453,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 12:00:00,1165.0,1145.983108619504,19.016891380495963,19.016891380495963,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 13:00:00,1066.0,1127.9584041577682,-61.9584041577682,61.9584041577682,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 14:00:00,1087.0,1162.1776862476415,-75.17768624764153,75.17768624764153,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 15:00:00,1251.0,1240.3690672099524,10.63093279004761,10.63093279004761,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 16:00:00,1494.0,1524.215489449568,-30.21548944956794,30.21548944956794,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 17:00:00,2129.0,1829.9391439803655,299.06085601963446,299.06085601963446,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 18:00:00,3256.0,2891.7180869970807,364.2819130029193,364.2819130029193,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 19:00:00,2443.0,2416.736807676224,26.26319232377591,26.26319232377591,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 20:00:00,2146.0,2284.2400789799217,-138.2400789799217,138.2400789799217,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 21:00:00,2012.0,2101.6764142512684,-89.6764142512684,89.6764142512684,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 22:00:00,1824.0,1914.9972254205895,-90.99722542058953,90.99722542058953,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-12 23:00:00,1309.0,1377.5816602696486,-68.58166026964864,68.58166026964864,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-13 00:00:00,968.0,1171.7306882972412,-203.73068829724116,203.73068829724116,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-13 01:00:00,736.0,996.0742546087969,-260.0742546087969,260.0742546087969,0,False
1,gradient_boosting_recursive,2017-12-01 00:00:00,2018-09-07 23:00:00,2018-09-08 00:00:00,2018-09-14 23:00:00,2018-09-13 02:00:00,437.0,813.3904204452546,-376.39042044525456,376.39042044525456,0,False
